,Replication_ID,Ratio,Best_K,MAE,RMSE,R2
30,10,0.65,5,33326.88387148527,62491.98201612221,0.8412092604189811
31,10,0.7,5,33573.840606891645,62641.74946510618,0.8404472368551836
32,10,0.75,5,33785.42233795537,62721.66726518696,0.8400398651003604
33,11,0.65,6,33363.47438421459,60862.16697373018,0.8432255491100639
34,11,0.7,7,33378.704447786484,61344.08457493378,0.8407329830480501
35,11,0.75,6,33486.88963268614,61404.97997000189,0.840416621924384
36,12,0.65,7,33034.948720399254,59062.63018413657,0.8424848176912068
37,12,0.7,7,32629.120619006855,58781.0503466403,0.8439831381374527
38,12,0.75,6,32755.819135631413,59567.77789430876,0.8397789206548845
39,13,0.65,6,32414.0449027472,57403.57638812867,0.8402857756306733
40,13,0.7,7,32719.27436049763,58355.77336996117,0.8349432258917245
41,13,0.75,8,32751.47160360503,58300.5269015899,0.8352556024349675
42,14,0.65,6,34559.216272249774,68947.71525092142,0.8071498808007972
43,14,0.7,5,34520.22913353316,68993.87083807797,0.806891595525285
44,14,0.75,5,34530.24584923013,69441.44870203803,0.8043779984652655
45,15,0.65,7,33687.59142750737,65055.91732416601,0.8206487001246737
46,15,0.7,7,33353.38846460883,64499.62496768936,0.8237028476270268
47,15,0.75,7,33563.51610691486,65432.47708954561,0.8185664316659187
48,16,0.65,7,35067.427382338064,64532.255481877735,0.8350348734688061
49,16,0.7,6,34831.80984807599,64402.80832487034,0.8356960265277995
50,16,0.75,6,34913.0638747628,64942.98422184085,0.8329282822377402
